Animal Name;Animal Type;Skin;Age;
*CHARLES;DOG;BR BRINDLE;8;
*;CAT;GRAY TABBY;2;
*;CAT;BRN TABBY;2;
*MEOWLY CYRUS;CAT;GRAY;2;
*GLOVES;CAT;BLACK;0;
*ACORN;CAT;BLACK;6;
*LT.LOPPER;CAT;BLACK;6;
*MR. FUZ;CAT;BRN TABBY;7;
BELLA;DOG;WHITE;9;
RAMBO;DOG;BLACK;11;
*PAUL PATCHES;CAT;BLACK;4;
*TAYLOR;CAT;GRAY;6;
BRIAN;DOG;TAN;15;
LUCKY;DOG;WHITE;6;
*ZANE;CAT;GRAY TABBY;0;
CADEJO;DOG;BLACK;5;
BROWNIE;GUINEA PIG;BLACK;2;
*MC SCRUFF;DOG;TAN;3;
*PEPSI;CAT;TORTIE;1;
CANDY;CAT;CALICO DIL;0;
*MIKEY MOUTHERSON;DOG;GRAY;3;
*BRAD KITT;CAT;SEAL PT;2;
*CAT DAMON;CAT;BLACK;2;
A629382*JULIA;CAT;BLACK;6;
*PUMA THURMAN;CAT;BLACK;2;
*APRIL ANN;CAT;WHITE;6;
*MR. TOE BEANS;CAT;GRAY;2;
NILLA;CAT;CALICO;3;
*WILLY;CAT;WHITE;5;
LEILA;DOG;BLACK;4;
BOSS;DOG;BLACK;3;
*TAPIOCA;CAT;BLACK;5;
JUJU;DOG;BROWN;2;
*ELLIOT;CAT;BLACK;1;
*SWAN;CAT;GRAY;1;
*SULLY;CAT;BLACK;6;
*BONFIRE;CAT;BRN TABBY;9;
*TURTLE SUE;CAT;BLACK;6;
*AVATAR;CAT;GRAY TABBY;8;
* S.GERVAIS;CAT;BLACK;7;
* S.GERVAIS;CAT;BLACK;7;
*PAVLA;CAT;CALICO;7;
*SOPHIA;CAT;BLACK;2;
*LOWKIE;CAT;BLACK;11;
*BUDDY;DOG;BROWN;2;
*RUNTY;CAT;BLACK;1;
*MELIAN;CAT;GRAY;1;
*LUNA;CAT;GRAY;7;
A637415;CAT;BLACK;6;
*MYRTLE1;CAT;GRAY TABBY;3;
*MYRTLE2;CAT;GRAY TABBY;3;
*RUBEN;CAT;BRN TABBY;1;
*TIP TAP;CAT;BLACK;3;
*CARBON;CAT;GRAY;0;
UNKNOWN;CAT;WHITE;2;
MYLO;DOG;BROWN;1;
*JUPITER;CAT;BLACK;0;
*HANOI;CAT;SNOWSHOE;4;
*BARNABAS;CAT;BLACK;6;
*MR. BEAN;DOG;WHITE;3;
*WYLIE;CAT;BRN TABBY;0;
ACE;DOG;TAN;7;
IRENE;CAT;BLACK;5;
*LUNA;CAT;BLACK;2;
*BOOTS;CAT;ORG TABBY;12;
BRENDI;DOG;BLACK;1;
DIAMOND;DOG;CREAM;12;
A626743*JOEY;CAT;S-T PT;5;
SMOKE-A-DOKE;DOG;BLUE;4;
A646479;CAT;TORTIE DIL;4;
*ELIZABETH;CAT;BRN TABBY;8;
*MARLENE;CAT;GRAY TABBY;0;
ROCKY;DOG;BLACK;22;
*DESTINY KITTY 1;CAT;BLACK;0;
*DESTINY KITTY 3;CAT;BLACK;0;
*DESTINY KITTY 2;CAT;GRAY;0;
*OSCAR MEYER;DOG;BLACK;3;
*APRIL ANN;CAT;WHITE;6;
*MUSHROOM;CAT;SEAL PT;0;
*ANCHOVY;CAT;SEAL PT;0;
*PEPPERONI;CAT;BLACK;0;
*TASHA;CAT;BRN TABBY;0;
SNICKERDOODLE;CAT;ORANGE;16;
MAGGIE;CAT;CALICO;10;
WUXIAN;CAT;BLACK;3;
A631384*JC CHASEZ;CAT;BLACK;7;
BILLY;DOG;BROWN;6;
JAMIE;DOG;BLACK;9;
*MONTGOMERY;DOG;BLACK;2;
*BLACK WIDOW;CAT;BLACK;3;
*FELIX;CAT;BLACK;4;
*TOOTIE;CAT;BLACK;2;
*TUBBY;CAT;BLACK;2;
*TALIA;CAT;BLACK;6;
*BISCUITS;CAT;BLACK;6;
*DIRTY DAFNY;CAT;BLACK;7;
STAR;DOG;BROWN;9;
MEEPS;CAT;GRAY;14;
CHOCOLATE;DOG;TAN;2;
*KIPP JOINT;CAT;BLUE PT;9;
*BENDIGO;CAT;GRAY TABBY;1;
JACOB;DOG;WHITE;7;
*METZ 4;CAT;CALICO DIL;0;
*METZ 6;CAT;CALICO;0;
*METZ 2;CAT;BROWN;0;
*METZ 8;CAT;CREAM;0;
A628947*CEE;CAT;BLACK;4;
A628946*BEE;CAT;BLACK;4;
*PETE;CAT;ORANGE;9;
MAX;DOG;BROWN;15;
BUDDY;DOG;GRAY;10;
*ALANI;DOG;BROWN;5;
*SNOW CRAB;CAT;WHITE;0;
BLACK EAR;CAT;WHITE;7;
*GLINDA;CAT;BLACK;1;
*DARCY;CAT;WHITE;4;
*ROXANNE;DOG;BLUE;2;
LOLA;DOG;GRAY;4;
DIESEL;DOG;GRAY;4;
*CALLIE;CAT;GRAY;6;
BELLA;DOG;BLACK;13;
BARFI;CAT;BLACK;9;
*ODETTE;CAT;GRAY TABBY;0;
*CLARA;CAT;BLUE PT;9;
WINKY;CAT;GRAY;8;
CODY;DOG;BLACK;14;
*SHUGA;CAT;BLACK;6;
COCO;GUINEA PIG;TAN;7;
*EGGO;CAT;GRAY;0;
*WAFFLE;CAT;GRAY;0;
PANCHITO;DOG;BLACK;2;
*CREME BRULEE;CAT;BRN TABBY;0;
BROWNIE;RABBIT;BROWN;10;
SHIRO CABACO;DOG;WHITE;13;
RITA;DOG;GRAY;10;
KONA;DOG;BLACK;6;
*TUPPY;DOG;BROWN;5;
INDY;DOG;BLACK;8;
*ANDREWS;CAT;BRN TABBY;7;
*PANCAKE;CAT;GRAY;7;
*PUNKIN SPICE;DOG;BROWN;0;
*BUTTERSCOTCH;DOG;GOLD;3;
*PEPPER;CAT;BLACK;1;
*COCO;DOG;BROWN;8;
*MARLON;CAT;BLACK;1;
BELLA;DOG;BLACK;8;
*BENTLEY;DOG;WHITE;9;
A631228*SHANIA;CAT;BLACK;5;
*KITTY POPPINS;CAT;BLACK;2;
SPIKE;GUINEA PIG;GRAY;4;
A630138*ADELAIDE;CAT;WHITE;5;
KATIE;DOG;BLACK;18;
LENA;DOG;BROWN;12;
LUNA;DOG;GOLD;2;
PRINCESS;DOG;WHITE;15;
MILO;CAT;ORG TABBY;4;
*BAILEY;CAT;BRN TABBY;4;
*PEARL;CAT;GRAY;1;
OLIVER;DOG;BLACK;15;
MACKENZIE;DOG;GRAY;8;
*GARFUNKEL;CAT;WHITE;6;
*MOWGLI;DOG;BLONDE;11;
MIKEY;DOG;BROWN;20;
BLUE WORM;DOG;WHITE;5;
*DANNY RAND;CAT;BRN TABBY;8;
MOMO;DOG;RED;9;
SQUIRREL;CAT;GRAY;5;
*MERCY;CAT;WHITE;0;
*MOONSHINE;DOG;WHITE;6;
*MEDUSA;CAT;BRN TABBY;1;
TALAHASSEE;DOG;WHITE;5;
PINKY;DOG;BROWN;16;
*BUMBLE BEE;CAT;GRAY;4;
BONNIE;DOG;WHITE;11;
DOMO;DOG;TAN;12;
*KIKI;CAT;CALICO;0;
FLUFFY;DOG;BROWN;8;
BELLA;CAT;WHITE;7;
*BLUEBERRY;CAT;GRAY;5;
*LYCHEE;CAT;BLACK;5;
*MELON;CAT;ORG TABBY;3;
*GIZZY GRAPE;CAT;BLACK;10;
SAMMI;CAT;SEAL PT;14;
*PUMPERNICKEL;CAT;ORG TABBY;6;
*EMMELINE;CAT;CALICO;6;
*CROW;CAT;BLACK;5;
ROCKIE;DOG;BLACK;6;
*GAZORP;CAT;BLACK;11;
OREO;DOG;TRICOLOR;13;
*JASMINE;CAT;ORG TABBY;6;
*AMELIA;CAT;WHITE;8;
AXEL;DOG;BLACK;9;
*MAC;DOG;TAN;4;
*TRAVIS BARKER;DOG;TAN;6;
*CLEMENTINE;CAT;TORTIE;9;
LAYLA;DOG;BLUE;14;
*COTTONTAIL;RABBIT;TAN;2;
*PRINCESS BUTTERCUP;CAT;WHITE;1;
STAR CAINE;DOG;WHITE;8;
*HARMONY;CAT;TORTIE DIL;6;
*DREAMSICLE;CAT;ORANGE;6;
ELENA;CAT;GRAY TABBY;6;
*CRUNCHY;DOG;BROWN;12;
P. NUT;DOG;BLACK;8;
A633420*SHAY;CAT;BRN TABBY;4;
CHICHARRON;DOG;BLACK;2;
MOXIE;DOG;TRICOLOR;8;
BAO;DOG;BR BRINDLE;3;
*CASSIE;CAT;CALICO;2;
A639252;CAT;BLACK;4;
*;CAT;ORG TABBY;2;
A629461*CATALINA;CAT;CALICO;5;
KILLER;DOG;BLACK;12;
FLUFFY;DOG;TAN;7;
TEDDY;DOG;BLACK;5;
*FREEROAM;CAT;GRAY TABBY;7;
*;CAT;GRAY TABBY;3;
*;CAT;BLACK;3;
*SNOOP DOG;CAT;GRAY TABBY;9;
*MAXENCE;CAT;FLAME PT;9;
*GRAPE JELLY;CAT;BLACK;8;
*NATE DOG;CAT;BRN TABBY;11;
A646549;CAT;TORTIE;4;
*WAITER;CAT;GRAY;0;
ZEUS;CAT;ORANGE;0;
*OMARI;CAT;ORG TABBY;0;
BLACKWIDOW;CAT;BLACK;1;
WILSON;DOG;TRICOLOR;7;
LUKE;DOG;GRAY;5;
*KANAN;CAT;TAN;2;
*GRANDALF;CAT;WHITE;1;
LOUIE;CAT;ORG TABBY;7;
*JENNIE;CAT;TORTIE;3;
LUCKY;DOG;WHITE;10;
SLIM;DOG;WHITE;6;
LUCKY;DOG;BROWN;6;
*ICEE;CAT;BLACK;3;
ROXY;DOG;RED;6;
*SILVYN;CAT;CALICO DIL;1;
SISSY;CAT;BLACK;12;
FLUFFY;CAT;WHITE;16;
LEO;CAT;ORANGE;2;
STELLA;DOG;BLACK;5;
*CHORIZO;DOG;RED;15;
CALI;DOG;BLACK;2;
*SKY-DIVER;WILD;BROWN;0;
*OLIVIA;CAT;TORTIE;8;
*CHULA;DOG;BROWN;1;
WALLACE;CAT;BRN TABBY;6;
C.B.;DOG;BLACK;1;
*GEORGE;CAT;ORANGE;4;
*EXOTIC MR. SMOOTHE;CAT;BLACK;8;
FIONULA;CAT;BRN TABBY;4;
*QUINN;DOG;TAN;1;
*AIDEN;CAT;BLACK;0;
*CRIS;CAT;BRN TABBY;0;
*ERIN;CAT;BRN TABBY;0;
*RENEE;CAT;BRN TABBY;2;
ROCCO;DOG;WHITE;6;
JUNIOR;DOG;TAN;18;
*CHARGER;CAT;BLACK;1;
*FANTASMIC;CAT;BRN TABBY;0;
TUK;CAT;BLACK;0;
*BLUEBEARD;CAT;GRAY;0;
*PETAL;CAT;BLACK;0;
KITTEN1;CAT;ORG TABBY;1;
*LIL DEE;DOG;TAN;7;
#3;CAT;GRAY;4;
*MERCUTIO;CAT;BLACK;0;
*PUNKIN!;CAT;ORG TABBY;7;
*INDIE;CAT;BRN TABBY;6;
*ODDBALL;CAT;BLACK;4;
*DAENERYS;CAT;WHITE;4;
*LANA;CAT;BRN TABBY;7;
CASPER;CAT;SNOWSHOE;2;
JACKIE;DOG;WHITE;9;
*HUMMELS;CAT;BLACK;4;
*ARIEL;CAT;BLACK;4;
*CINDERELLA;CAT;CALICO;4;
*TIANA;CAT;BLACK;4;
*LAURENCE;CAT;ORG TABBY;4;
*AURORA;CAT;BLACK;4;
JAX;CAT;BLACK;4;
*PUPPET;CAT;BLACK;8;
*CHARLIE CHAPLIN;CAT;BLACK;6;
GINGER;CAT;BRN TABBY;5;
APRIL;DOG;WHITE;16;
YOSHI;CAT;CRM TABBY;4;
*MARIA;CAT;GRAY;8;
*SANDY;CAT;BLACK;6;
*ARCHER;CAT;BRN TABBY;1;
*WAFFEL;CAT;ORG TABBY;10;
PALOMA;DOG;WHITE;7;
*MEG;CAT;BRN TABBY;2;
*GOOSE;CAT;GRAY TABBY;6;
*DUKE LAVENDER;CAT;GRAY;14;
COCO;DOG;BROWN;12;
CANDY;CAT;BRN TABBY;2;
MILKY WAY;CAT;GRAY TABBY;2;
TINY;DOG;BLACK;6;
*GLENDA;CAT;CALICO;8;
A643069;CAT;LYNX PT;4;
*RHONDA;CAT;BRN TABBY;3;
*MIDORI;CAT;BRN TABBY;5;
*POMONA;CAT;BLACK;6;
TANNIE;CAT;ORANGE;3;
SWEETIE PIE;CAT;TRICOLOR;10;
PHOEBE;CAT;BLACK;2;
KITTEN 5/15;CAT;BLACK;2;
*TOOTIE;CAT;TORBI;2;
*MATEO;CAT;GRAY TABBY;0;
GUINESS;DOG;GRAY;12;
*DALLAS;CAT;BLACK;6;
CAMILA;DOG;BLACK;2;
BABY;DOG;BROWN;17;
A633224*PURFECT;CAT;TORTIE;7;
*BEA;CAT;BRN TABBY;0;
*PUFF;DOG;WHITE;5;
KOBE;DOG;BR BRINDLE;4;
OTIS;CAT;GRAY;2;
*PLUM;CAT;ORANGE;3;
*STRING BEANS;CAT;BLACK;2;
BROWNIE;DOG;CHOCOLATE;3;
*FAVA BEANS;CAT;BLACK;2;
*CHICKPEAS;CAT;BLACK;2;
POPCORN;CAT;BROWN;0;
*BENJAMIN;DOG;WHITE;5;
SIMON;CAT;GRAY;7;
LUNA;DOG;GRAY;8;
BAILEY;DOG;CREAM;12;
*CASHEW;CAT;ORG TABBY;8;
BUSTER;DOG;TAN;5;
GRIMM;DOG;WHITE;7;
*WENDELL;DOG;WHITE;8;
BOSS;DOG;WHITE;23;
*LANCELOT;CAT;GRAY;1;
MISS;CAT;GRAY;1;
ROXIE;DOG;GRAY;9;
*PUG-A-LUG;DOG;CREAM;3;
*TECATE;CAT;BLACK;10;
*HAWKES;CAT;GRAY;0;
COOPER;DOG;BLACK;6;
GARFIELD;CAT;ORG TABBY;7;
*MUNECA;DOG;BROWN;1;
*ANTARCTIC;CAT;CALICO;1;
NORMAN;GUINEA PIG;BROWN;6;
*ETHAN CRAFT;CAT;BLACK;10;
*FLIP;CAT;BRN TABBY;0;
*MAKO;DOG;BROWN;7;
*THUMPER;CAT;BLACK;3;
*PEACHES;CAT;TORTIE;3;
*TALIA;CAT;BLACK;5;
*CHUCK;CAT;ORG TABBY;5;
*MEL;RABBIT;WHITE;3;
*AMBUSH;DOG;CREAM;3;
*TOAST;CAT;GRAY;2;
*TASHA;DOG;GRAY;4;
*PASSION;DOG;BROWN;4;
*MONK;CAT;BLACK;8;
*MAVIS;DOG;BROWN;9;
FUNNY BONE;CAT;BLACK;3;
*MARVIN;DOG;BLACK;9;
*WINCHELL;DOG;BROWN;2;
*SCRUFFY;DOG;WHITE;4;
*WEDNESDAY;CAT;GRAY;0;
RUFIS;DOG;BROWN;10;
TROY;DOG;FAWN;13;
MEEKO;CAT;GRAY;0;
BAILEY;DOG;CREAM;12;
*CRANBERRY;DOG;TAN;8;
*MAGNOLIA;CAT;GRAY;4;
STELLA;DOG;BLACK;13;
MILO;DOG;WHITE;5;
*NUGGET;DOG;WHITE;2;
*GUS GUS;CAT;ORG TABBY;6;
*CLARK;CAT;GRAY;6;
LUNA;CAT;LYNX PT;3;
*TIPPY;CAT;BRN TABBY;4;
*TONKA TOY;CAT;ORG TABBY;3;
BABY GIRL;DOG;GRAY;12;
BAXTER;DOG;BROWN;18;
*FOXY LADY;DOG;GOLD;15;
JACK DANIELS;DOG;BROWN;7;
*ITTY BIDDY;CAT;BLACK;6;
DREN;DOG;BLACK;10;
DUTCHESS;CAT;GRAY;4;
*GONZO;CAT;GRAY;5;
*FRANKIE;CAT;GRAY;4;
*FIGARO;DOG;BROWN;6;
*TIKI TOM;CAT;ORANGE;1;
*TANYA;DOG;BLACK;6;
*FRIDAY;DOG;WHITE;9;
*ALOE;CAT;CALICO DIL;0;
*CLOVER;CAT;CALICO;0;
*RAGAMUFFIN;DOG;WHITE;6;
TIGRESS;CAT;BLACK;2;
EVEREST;CAT;GRAY;2;
*BRYSON;CAT;BLACK;1;
BINX;CAT;BLACK;1;
*LEONARDO;CAT;BRN TABBY;5;
MUNECHA;DOG;WHITE;7;
*SNEAKY;CAT;BLACK;8;
*TAWNEY;CAT;BRN TABBY;6;
TIGER;DOG;BR BRINDLE;9;
A628547;CAT;BLACK;6;
*SPOCK;DOG;GRAY;4;
BLESSID;DOG;BLACK;4;
*BILLABONG;CAT;ORANGE;9;
*MR. G;CAT;SEAL;15;
*MARGE;DOG;WHITE;14;
*KAYCEE;CAT;TORTIE;1;
*FESTER;DOG;BROWN;8;
ROCKY;DOG;BR BRINDLE;4;
*PIT-TUNIA;DOG;BLUE;3;
PIZZA;CAT;WHITE;1;
*BRADLEY;DOG;BLACK;6;
JOHNNY UTAH;DOG;BROWN;3;
*MOUSIE;CAT;GRAY TABBY;6;
*SARCASA;CAT;BLACK;8;
MAX;DOG;BR BRINDLE;6;
*FIDGET;DOG;TAN;10;
*REUBEN;CAT;CRM TABBY;0;
*PHILLY CHEESESTEAK;CAT;CRM TABBY;0;
*HOPE;CAT;GRAY TABBY;4;
SCOOTS;DOG;BROWN;6;
*LILY;CAT;BRN TABBY;1;
CLEO;CAT;ORG TABBY;16;
*KIARA;CAT;GRAY;3;
*TIB;CAT;BLK SMOKE;7;
*ORCHID;CAT;BLACK;4;
DIAMOND;DOG;BLACK;20;
*DARREN;CAT;BLACK;0;
*MARIN;CAT;GRAY TABBY;0;
*NABOORU;CAT;BRN TABBY;0;
SAGE;RABBIT;WHITE;4;
MR.BUNNY;RABBIT;WHITE;2;
NICK;REPTILE;BROWN;9;
COOPER;DOG;WHITE;8;
*CHEVY;DOG;BROWN;3;
*SHERMAN;CAT;WHITE;4;
SHADOW;DOG;BLACK;4;
*OTTO;DOG;BR BRINDLE;6;
*ZAIN;DOG;BLACK;11;
*BEATRICE;DOG;BLUE;11;
*LONDON;CAT;TORTIE;2;
*PIXIE;CAT;BLACK;2;
*CHARLOTTE;CAT;BROWN;5;
BOWSER;DOG;BROWN;17;
LUNA;DOG;TRICOLOR;7;
*RHODE ISLAND;CAT;BLACK;0;
*CAPTAIN;DOG;BLACK;2;
HANIBAL;DOG;BR BRINDLE;1;
*MOUSE;DOG;BLACK;0;
*BUDDY;CAT;BRN TABBY;8;
ROCKET;DOG;BLACK;4;
*TOOTIE;CAT;CHOCOLATE;5;
*FRUTIE;CAT;BLACK;5;
TIPPY;DOG;WHITE;9;
*BUGSY;CAT;BLACK;10;
*FIONA;DOG;BROWN;1;
*PETER PAN;CAT;BLACK;9;
POLY;DOG;BROWN;9;
BUDDY;DOG;TAN;11;
JOEY;DOG;BLACK;12;
CHLOE (*VICKY);DOG;BLACK;2;
CHEESE;DOG;BL BRINDLE;14;
*SMOKEY;CAT;BLACK;4;
*ANGEL;CAT;GRAY TABBY;3;
LEIA;DOG;WHITE;7;
*DORA;DOG;TRICOLOR;17;
*GINKO;CAT;GRAY TABBY;0;
*LAUREL;CAT;GRAY;0;
*EMI;DOG;TAN;9;
*ATLAS;DOG;BLACK;6;
*ASPEN;CAT;BRN TABBY;2;
*REX;CAT;BLACK;2;
KIT;CAT;GRAY TABBY;0;
*NUMBER TWO;CAT;GRAY TABBY;0;
*PUDDING;CAT;CALICO;0;
*LILY;CAT;CALICO;0;
TEQUILA;DOG;BROWN;12;
*JODI;CAT;LYNX PT;4;
*WINTER;CAT;BLUE PT;9;
*BAMBI;CAT;ORANGE;0;
BOBO;DOG;BROWN;5;
*RONALD;CAT;BLACK;8;
KODI;DOG;TAN;3;
FINLEY;DOG;BROWN;3;
MAVERICK;DOG;BROWN;2;
ANAKIN MORA;DOG;BLACK;9;
*MUMBLES;DOG;BLACK;7;
CLEO;CAT;BRN TABBY;1;
*FELIX;CAT;BLACK;1;
*CARSON;CAT;BLACK;2;
*HOHO;CAT;BLACK;4;
*HOMER;DOG;BLACK;9;
*STEVE;DOG;BROWN;2;
BELLA;CAT;CALICO;2;
*CAMILLO;DOG;BROWN;6;
PETUNIA;CAT;GRAY;9;
*LISETTE;CAT;GRAY TABBY;0;
*FLORENCE;CAT;GRAY TABBY;0;
*OCTAVIA;DOG;BLACK;3;
YAYA;DOG;WHITE;12;
SLIM;DOG;BLACK;6;
*SMIRK;CAT;BLACK;1;
*NASH;CAT;GRAY;1;
DIESEL;DOG;WHITE;8;
*ROWEN;DOG;TAN;5;
SNOW;DOG;WHITE;2;
*GRAPE;CAT;BRN TABBY;6;
PEPE;DOG;BLACK;8;
*NELLY FUR-TADO;DOG;RED MERLE;1;
CANELA;DOG;RED;2;
DOMINO;DOG;BLACK;6;
CLOVER;DOG;BROWN;4;
A643465;CAT;BLACK;4;
*FILBERT;CAT;GRAY;3;
BUDDY;DOG;TAN;12;
*ROXY;CAT;TORTIE;6;
*AMIGO;DOG;BROWN;2;
*GUS GUS;CAT;ORG TABBY;6;
*MINNIE;CAT;BLACK;2;
*ORPINTON;CAT;BLACK;1;
*HARLEY;DOG;BROWN;9;
EMMA;DOG;SILVER;7;
*ATLAS;DOG;WHITE;3;
*NEWTON;CAT;BLACK;5;
MIA;DOG;BLACK;2;
CANELO;DOG;CHOCOLATE;7;
SASHA;DOG;GRAY;4;
NYX;CAT;BLACK;2;
*;CAT;WHITE;3;
*;CAT;TAN;3;
*;CAT;WHITE;3;
*TORNATO;CAT;ORG TABBY;7;
ZEUS;DOG;BROWN;11;
*BULGOGI;DOG;BROWN;8;
PETEY;DOG;BLACK;8;
B.B.;DOG;BLACK;9;
FROSTY;DOG;WHITE;17;
KITTY;DOG;GRAY;1;
THANOS;DOG;BLACK;6;
*REBEL;DOG;WHITE;3;
*GARCON;CAT;BLACK;5;
DOG #1 JASPER;DOG;BLACK;5;
FOXY;CAT;ORG TABBY;13;
*DAISY MAE;DOG;BROWN;1;
MIRACLE;DOG;WHITE;12;
ARTHUR;DOG;BLACK;10;
COBE;DOG;TAN;6;
CANELO;DOG;GRAY;5;
TEX;DOG;BLACK;7;
*DEEDEE;CAT;BRN TABBY;8;
*KENDRICK;DOG;BLACK;5;
CASH;DOG;GRAY;7;
*BELLE;CAT;BLACK;3;
PERRI;CAT;GRAY TABBY;3;
*PAD THAI;CAT;BRN TABBY;0;
*RANDY;CAT;BRN TABBY;0;
*STUBRIK;DOG;BROWN;8;
*KIDDO;OTHER;BROWN;5;
NALAA;DOG;GRAY;7;
*TWIX;CAT;ORG TABBY;10;
*STELLA;DOG;BLACK;9;
*WALLY;DOG;WHITE;13;
CHIQUTIA;DOG;TAN;9;
ELVIS;DOG;TAN;6;
WINSLOW;CAT;WHITE;19;
BROWNIE;DOG;CHOCOLATE;3;
JACK SPARROW;BIRD;BROWN;3;
*LIBERTY;DOG;BLUE;7;
*CLARA;CAT;GRAY TABBY;1;
*WILLOW;CAT;BLACK;1;
*CRACKLE;CAT;ORG TABBY;6;
*SOCKS;CAT;GRAY;2;
*CHOWDER;CAT;ORG TABBY;2;
*DAKOTA;CAT;BLACK;12;
COCO;DOG;TAN;15;
*ROSIE;CAT;WHITE;2;
A638782*ROMEO;CAT;BLACK;7;
*GARDENIA 2;CAT;WHITE;1;
*SANTEE;CAT;BLACK;0;
*BUD;CAT;WHITE;1;
*CALI;CAT;CALICO;0;
KINGSTON;DOG;WHITE;14;
*CURLY;CAT;BRN TABBY;5;
*COMFORT;CAT;CALICO TAB;4;
REX;DOG;WHITE;4;
MARMELADE;CAT;ORG TABBY;5;
*LOLLIPOP;DOG;TAN;7;
MAGGIE;DOG;BLUE;5;
ROCKET;DOG;BROWN;11;
*SUGARPLUM;CAT;GRAY;3;
*BENTLEY;CAT;BRN TABBY;7;
BENJI;DOG;BLACK;3;
BENJAMIN;DOG;GRAY;3;
*POSH;CAT;BRN TABBY;6;
*PANCAKES;CAT;TORTIE;8;
*LIL BOW WOW;CAT;GRAY TABBY;6;
*CARNEY;CAT;BRN TABBY;6;
*RUURUU;CAT;BLACK;0;
*LILA;CAT;CALICO;0;
*WINNIE;DOG;WHITE;10;
*HOOLIGAN;DOG;BLACK;0;
BRODY;DOG;WHITE;10;
*FINN;CAT;BLACK;4;
BRODY;DOG;WHITE;10;
PORSCHE;DOG;BROWN;13;
INDIGO;DOG;BLACK;11;
BAXTER;DOG;WHITE;9;
LUNA;DOG;BLACK;7;
A631892*LAYLA;CAT;GRAY;8;
*CHANEL;DOG;TRICOLOR;5;
*PEACHES;DOG;WHITE;12;
D.O.G.;DOG;GRAY;10;
SPARK;DOG;BLACK;7;
*ZILLA;DOG;BROWN;8;
SMOKEY;DOG;BLACK;15;
NIKKI NOODLE;DOG;BLACK;21;
*PEPPER;CAT;GRAY;1;
*SIENNA;CAT;TORTIE;3;
CHANCE;DOG;BR BRINDLE;2;
MOMMA RIVER;CAT;BROWN;5;
BAILEY;DOG;BROWN;2;
*WILL;CAT;GRAY;1;
*NAIROBI;CAT;GRAY;4;
*SEABASS;CAT;BLK TABBY;2;
*HONEYDEW;CAT;GRAY;2;
JACK JACK;DOG;WHITE;8;
*MORTICIA;CAT;BLACK;0;
*IRIS;CAT;GRAY TABBY;0;
*THE SITUATION;CAT;BLACK;8;
LITTLE JUICY;CAT;BLACK;6;
*PEACOCK;CAT;BRN TABBY;1;
*TUNDRA;CAT;BLACK;1;
*PIPPIN;CAT;BLACK;1;
MIMI;DOG;BROWN;4;
*TRUCK 2;CAT;BLACK;1;
KENYA;DOG;BLACK;15;
*TRUCKEE;CAT;BLACK;1;
*GOOSE;RABBIT;GRAY;6;
*ATHENA;CAT;TORTIE;2;
*HAZEL;DOG;GRAY;4;
*ARTHUR;DOG;WHITE;1;
CAJUN;DOG;BROWN;5;
KISHA;DOG;WHITE;16;
JACK;DOG;BR BRINDLE;12;
*KINGDOM;CAT;BRN TABBY;2;
*GINGER;CAT;ORANGE;0;
KING;DOG;WHITE;2;
APPA;DOG;BLACK;1;
MAX;DOG;TAN;9;
CHESTER;DOG;BLONDE;7;
*SPENCER;DOG;TAN;5;
DIAMOND;DOG;GRAY;4;
HAPPY;DOG;BLACK;15;
SONNY;DOG;BLACK;10;
*MAYBELLINE;DOG;GRAY;3;
*PHOEBE;CAT;BRN TABBY;8;
LADY;CAT;BLACK;2;
MANGO;CAT;GRAY;13;
HYDE;CAT;GRAY;2;
*TACCA;CAT;BLACK;8;
HUGO;CAT;GRAY;2;
MINKIE LITTLE BEAR;DOG;BROWN;10;
*CRICKET;CAT;BLACK;4;
*FIJI;CAT;BLACK;5;
*PAM;CAT;TORTIE;6;
*MURPHY;RABBIT;WHITE;1;
*LILY;CAT;WHITE;4;
BENTLEY;DOG;TAN;14;
*CHRISSY;CAT;GRAY;9;
*DUMONT;CAT;ORG TABBY;14;
BAILEY;DOG;BROWN;3;
PRINCESS;DOG;WHITE;6;
*SNOWFLAKE;DOG;WHITE;6;
*SNOOKIE;CAT;BLACK;7;
GARY;CAT;ORG TABBY;7;
*PEPPERCORN;CAT;BLACK;2;
SALEEM;CAT;BLACK;5;
DEEDEE;DOG;TAN;9;
RAIDER;DOG;BLACK;8;
*COLOSSUS;DOG;TAN;0;
OREO;DOG;BLACK;1;
*DD;CAT;GRAY;0;
PENNY;DOG;BROWN;6;
MILO;DOG;BLACK;8;
PRINCESS;DOG;TRICOLOR;3;
BLACKY;DOG;BLACK;6;
ELLA;DOG;TAN;10;
*PENNY;DOG;BLACK;10;
SOPHIE;DOG;BLACK;7;
MACHO;DOG;BROWN;15;
BELLA;DOG;BROWN;7;
*DJ KITTY BOOM BOOM;CAT;WHITE;3;
*JOSIE;CAT;CALICO;5;
*MAX;CAT;ORG TABBY;6;
*BRADLEY;DOG;BLACK;4;
*ADELE;DOG;WHITE;7;
TIGER;DOG;BR BRINDLE;2;
CHEESE;CAT;ORANGE;1;
LUCKY;DOG;BROWN;4;
CHICO;DOG;GRAY;7;
*MANEKI NEKO;CAT;BRN TABBY;2;
JAX;DOG;GRAY;5;
*CASSIDY;DOG;BROWN;2;
*FINN;RABBIT;WHITE;2;
*OCTOBER;CAT;GRAY;4;
*DEAD*;CAT;ORANGE;4;
